date,dow,eurusd,gbpusd,gold,ust10y
2020-02-12,29551.42,1.0919,1.2957,1567.4,1.63
2020-02-13,29423.31,1.0876,1.2958,1575.1,1.617
2020-02-14,29398.08,1.0846,1.3047,1582.7,1.588
2020-02-18,29232.19,1.084,1.3009,1600.0,1.556
2020-02-19,29348.03,1.0795,1.3002,1607.5,1.57
2020-02-20,29219.98,1.081,1.2928,1616.6,1.525
2020-02-21,28992.41,1.0788,1.2883,1644.6,1.471
2020-02-24,27960.8,1.0839,1.2954,1672.4,1.377
2020-02-25,27081.36,1.0849,1.2927,1646.9,1.33
2020-02-26,26957.59,1.0882,1.3003,1640.0,1.31
2020-02-27,25766.64,1.0886,1.2907,1640.0,1.299
2020-02-28,25409.36,1.0997,1.2889,1564.1,1.127
2020-03-02,26703.32,1.1051,1.2807,1592.3,1.088
2020-03-03,25917.41,1.1144,1.2767,1642.1,1.01
2020-03-04,27090.86,1.1181,1.2821,1641.1,0.992
2020-03-05,26121.28,1.1139,1.2875,1666.4,0.926
2020-03-06,25864.78,1.1224,1.2951,1670.8,0.706
2020-03-09,23851.02,1.1386,1.3099,1674.5,0.499
2020-03-10,25018.16,1.1398,1.3075,1659.1,0.748
2020-03-11,23553.22,1.1317,1.291,1641.4,0.82
2020-03-12,21200.62,1.1262,1.2818,1589.3,0.849
2020-03-13,23185.62,1.1185,1.257,1515.7,0.951
2020-03-16,20188.52,1.1155,1.24,1485.9,0.728
2020-03-17,21237.38,1.1163,1.2267,1524.9,0.997
2020-03-18,19898.92,1.1016,1.2122,1477.3,1.266
2020-03-19,20087.19,1.0962,1.1625,1478.6,1.119
2020-03-20,19173.98,1.0657,1.1494,1484.0,0.938
2020-03-23,18591.93,1.0694,1.1623,1567.0,0.764
2020-03-24,20704.91,1.0765,1.1596,1660.2,0.816
2020-03-25,21200.55,1.0803,1.1792,1632.3,0.858
2020-03-26,22552.17,1.089,1.1851,1650.1,0.811
2020-03-27,21636.78,1.1048,1.2201,1623.9,0.749
2020-03-30,22327.48,1.1139,1.2453,1622.0,0.67
2020-03-31,21917.16,1.103,1.2372,1583.4,0.698
2020-04-01,20943.51,1.1027,1.2408,1578.2,0.635
2020-04-02,21413.44,1.0954,1.2382,1625.7,0.627
2020-04-03,21052.53,1.0847,1.2395,1633.7,0.587
2020-04-06,22679.99,1.0807,1.222,1677.0,0.676
2020-04-07,22653.86,1.0804,1.2241,1664.8,0.736
2020-04-08,23433.57,1.0895,1.2339,1665.4,0.764
2020-04-09,23719.37,1.0864,1.2393,1736.2,0.729
2020-04-13,23390.77,1.0933,1.2461,1744.8,0.749
2020-04-14,23949.76,1.0923,1.2524,1756.7,0.752
2020-04-15,23504.35,1.0985,1.2626,1727.2,0.638
2020-04-16,23537.68,1.0905,1.2521,1720.4,0.609
2020-04-17,24242.49,1.0858,1.2488,1689.2,0.654
2020-04-20,23650.44,1.0867,1.2488,1701.6,0.626
2020-04-21,23018.88,1.0865,1.2443,1678.2,0.571
2020-04-22,23475.82,1.0856,1.2299,1728.7,0.619
2020-04-23,23515.26,1.081,1.2324,1733.3,0.613
2020-04-24,23775.27,1.0777,1.2352,1723.5,0.596
2020-04-27,24133.78,1.0824,1.2367,1711.9,0.656
2020-04-28,24101.55,1.0825,1.2423,1710.5,0.61
2020-04-29,24633.86,1.0837,1.2436,1703.4,0.627
2020-04-30,24345.72,1.0877,1.2471,1684.2,0.622
2020-05-01,23723.69,1.0945,1.2581,1694.5,0.642
2020-05-04,23749.76,1.096,1.2454,1706.9,0.637
2020-05-05,23883.09,1.0904,1.2446,1704.4,0.657
2020-05-06,23664.64,1.0839,1.2444,1684.2,0.711
2020-05-07,23875.89,1.0799,1.2326,1721.8,0.631
2020-05-08,24331.32,1.0837,1.2376,1709.9,0.682
2020-05-11,24221.99,1.084,1.2417,1695.3,0.726
2020-05-12,23764.78,1.0809,1.2333,1704.4,0.678
2020-05-13,23247.97,1.0847,1.2255,1713.9,0.649
2020-05-14,23625.34,1.0824,1.2242,1738.1,0.619
2020-05-15,23685.42,1.0807,1.2234,1753.4,0.64
2020-05-18,24597.37,1.0821,1.2086,1731.8,0.744
2020-05-19,24206.86,1.0915,1.22,1744.2,0.711
2020-05-20,24575.9,1.0928,1.2256,1750.6,0.68
2020-05-21,24474.12,1.0983,1.2237,1720.5,0.677
2020-05-22,24465.16,1.0953,1.2223,1734.6,0.657
2020-05-26,24995.11,1.0903,1.2201,1704.8,0.698
2020-05-27,25548.27,1.0982,1.2335,1710.3,0.68
2020-05-28,25400.64,1.1017,1.2265,1713.3,0.705
2020-05-29,25383.11,1.1079,1.2321,1736.9,0.648
2020-06-01,25475.02,1.1119,1.2348,1737.8,0.662
2020-06-02,25742.65,1.1126,1.2487,1725.2,0.68
2020-06-03,26269.89,1.1189,1.2581,1697.8,0.761
2020-06-04,26281.82,1.1236,1.2575,1718.9,0.82
2020-06-05,27110.98,1.1338,1.2609,1676.2,0.904
2020-06-08,27572.44,1.132,1.2726,1698.3,0.884
2020-06-09,27272.3,1.1306,1.2735,1714.7,0.829
2020-06-10,26989.99,1.1332,1.2711,1713.3,0.748
2020-06-11,25128.17,1.1365,1.2711,1732.0,0.653
2020-06-12,25605.54,1.1288,1.2577,1729.3,0.699
2020-06-15,25763.16,1.1252,1.2509,1720.3,0.702
2020-06-16,26289.98,1.1338,1.2638,1729.6,0.756
2020-06-17,26119.61,1.1266,1.2585,1729.2,0.733
2020-06-18,26080.1,1.1243,1.2553,1724.8,0.694
2020-06-19,25871.46,1.1211,1.2427,1745.9,0.697
2020-06-22,26024.96,1.1178,1.2348,1756.7,0.704
2020-06-23,26156.1,1.128,1.2502,1772.1,0.709
2020-06-24,25445.94,1.1312,1.2525,1765.8,0.684
2020-06-25,25745.6,1.1251,1.2413,1762.1,0.674
2020-06-26,25015.55,1.1222,1.2425,1772.5,0.636
2020-06-29,25595.8,1.1226,1.2342,1774.8,0.636
2020-06-30,25812.88,1.1247,1.2311,1793.0,0.653
2020-07-01,25734.97,1.1236,1.2389,1773.2,0.682
2020-07-02,25827.36,1.1251,1.2465,1784.0,0.669
2020-07-06,26287.03,1.1247,1.2476,1788.5,0.684
2020-07-07,25890.18,1.1313,1.2495,1804.2,0.65
2020-07-08,26067.28,1.1275,1.2543,1815.5,0.653
2020-07-09,25706.09,1.1339,1.2614,1799.2,0.605
2020-07-10,26075.3,1.1288,1.2605,1798.2,0.633
2020-07-13,26085.8,1.131,1.2628,1811.0,0.64
2020-07-14,26642.59,1.1345,1.2552,1810.6,0.615
2020-07-15,26870.1,1.1411,1.2569,1811.4,0.63
2020-07-16,26734.71,1.1417,1.2591,1798.7,0.612
2020-07-17,26671.95,1.1392,1.2559,1808.3,0.628
2020-07-20,26680.87,1.1443,1.2571,1815.9,0.62
2020-07-21,26840.4,1.1459,1.2662,1842.4,0.607
2020-07-22,27005.84,1.1534,1.2731,1864.1,0.595
2020-07-23,26652.33,1.1569,1.273,1889.1,0.582
2020-07-24,26469.89,1.1596,1.2731,1897.3,0.589
2020-07-27,26584.77,1.1653,1.2796,1931.0,0.609
2020-07-28,26379.28,1.1769,1.289,1944.7,0.581
2020-07-29,26539.57,1.1719,1.2924,1953.5,0.579
2020-07-30,26313.65,1.1783,1.2982,1942.3,0.541
2020-07-31,26428.32,1.1872,1.3118,1962.8,0.536
2020-08-03,26664.4,1.1782,1.3102,1966.0,0.563
2020-08-04,26828.47,1.1763,1.3079,2001.2,0.515
2020-08-05,27201.52,1.1815,1.3086,2031.1,0.543
2020-08-06,27386.98,1.1873,1.3127,2051.5,0.536
2020-08-07,27433.48,1.1876,1.3138,2010.1,0.562
2020-08-10,27791.44,1.1783,1.3052,2024.4,0.574
2020-08-11,27686.91,1.1738,1.3077,1932.6,0.658
2020-08-12,27976.84,1.1737,1.3051,1934.9,0.67
2020-08-13,27896.72,1.1794,1.3048,1956.7,0.716
2020-08-14,27931.02,1.1817,1.3071,1937.0,0.709
2020-08-17,27844.91,1.1853,1.3107,1985.0,0.683
2020-08-18,27778.07,1.1876,1.3108,1999.4,0.669
2020-08-19,27692.88,1.1948,1.3254,1958.7,0.675
2020-08-20,27739.73,1.1844,1.3111,1933.8,0.644
2020-08-21,27930.33,1.1874,1.322,1934.6,0.64
2020-08-24,28308.46,1.1798,1.3094,1927.7,0.646
2020-08-25,28248.44,1.1795,1.3071,1911.8,0.682
2020-08-26,28331.92,1.1835,1.3152,1940.7,0.687
2020-08-27,28492.27,1.1843,1.322,1921.6,0.746
2020-08-28,28653.87,1.182,1.32,1964.6,0.729
2020-08-31,28430.05,1.1918,1.3356,1967.6,0.693
2020-09-01,28645.66,1.1939,1.3365,1968.2,0.672
2020-09-02,29100.5,1.1923,1.3399,1934.4,0.651
2020-09-03,28292.73,1.1847,1.3351,1927.6,0.622
2020-09-04,28133.31,1.184,1.3262,1923.9,0.721
2020-09-08,27500.89,1.1822,1.3162,1933.0,0.684
2020-09-09,27940.47,1.177,1.2968,1944.7,0.703
2020-09-10,27534.58,1.1806,1.2999,1954.2,0.685
2020-09-11,27665.64,1.1824,1.2808,1937.8,0.669
2020-09-14,27993.33,1.1843,1.2807,1953.1,0.671
2020-09-15,27995.6,1.187,1.285,1956.3,0.679
2020-09-16,28032.38,1.1844,1.2885,1960.2,0.687
2020-09-17,27901.98,1.1803,1.296,1940.0,0.684
2020-09-18,27657.42,1.1848,1.2976,1952.1,0.694
2020-09-21,27147.7,1.1846,1.2933,1901.2,0.671
2020-09-22,27288.18,1.1768,1.2821,1898.6,0.664
2020-09-23,26763.13,1.1708,1.2744,1859.9,0.676
2020-09-24,26815.44,1.1659,1.2717,1868.3,0.666
2020-09-25,27173.96,1.1673,1.2757,1857.7,0.659
2020-09-28,27584.06,1.1635,1.2767,1872.8,0.663
2020-09-29,27452.66,1.1679,1.2873,1894.3,0.645
2020-09-30,27781.7,1.1742,1.2867,1887.5,0.677
2020-10-01,27816.9,1.1726,1.2918,1908.4,0.677
2020-10-02,27682.81,1.1745,1.2886,1900.2,0.696
2020-10-05,28148.64,1.172,1.2931,1912.5,0.762
2020-10-06,27772.76,1.1792,1.2993,1901.1,0.742
2020-10-07,28303.46,1.1738,1.2883,1883.6,0.785
2020-10-08,28425.51,1.1767,1.2918,1888.6,0.765
2020-10-09,28586.9,1.1767,1.294,1919.5,0.775
2020-10-12,28837.52,1.1817,1.3032,1922.5,0.777
2020-10-13,28679.81,1.1816,1.3066,1888.5,0.727
2020-10-14,28514.0,1.1742,1.2935,1901.3,0.722
2020-10-15,28494.2,1.1744,1.3012,1903.2,0.731
2020-10-16,28606.31,1.1707,1.2902,1900.8,0.744
2020-10-19,28195.42,1.1716,1.2928,1906.4,0.761
2020-10-20,28308.79,1.1769,1.2949,1910.4,0.797
2020-10-21,28210.82,1.183,1.2954,1924.6,0.816
2020-10-22,28363.66,1.1854,1.3132,1901.1,0.848
2020-10-23,28335.57,1.1815,1.3078,1902.0,0.841
2020-10-26,27685.38,1.1848,1.3055,1902.7,0.801
2020-10-27,27463.19,1.1809,1.3016,1908.8,0.778
2020-10-28,26519.95,1.1784,1.3032,1876.2,0.781
2020-10-29,26659.11,1.1749,1.299,1865.6,0.835
2020-10-30,26501.6,1.1679,1.2932,1877.4,0.86
2020-11-02,26925.05,1.1642,1.2927,1890.4,0.849
2020-11-03,27480.03,1.1643,1.2924,1908.5,0.882
2020-11-04,27847.66,1.1762,1.3122,1894.6,0.768
2020-11-05,28390.18,1.1733,1.2967,1945.3,0.776
2020-11-06,28323.4,1.1818,1.3139,1950.3,0.82
2020-11-09,29157.97,1.1893,1.3181,1853.2,0.958
2020-11-10,29420.92,1.1827,1.317,1875.4,0.972
2020-11-11,29397.63,1.1819,1.3262,1860.7,0.958
2020-11-12,29080.17,1.178,1.3224,1872.6,0.885
2020-11-13,29479.81,1.1803,1.3122,1885.7,0.893
2020-11-16,29950.44,1.1845,1.3221,1887.3,0.906
2020-11-17,29783.35,1.1859,1.3222,1884.5,0.872
2020-11-18,29438.42,1.1864,1.3259,1873.5,0.882
2020-11-19,29483.23,1.1848,1.3256,1861.1,0.854
2020-11-20,29263.48,1.1866,1.3249,1872.6,0.829
2020-11-23,29591.27,1.1866,1.3305,1837.8,0.857
2020-11-24,30046.24,1.1843,1.3329,1804.8,0.882
2020-11-25,29872.47,1.1901,1.3363,1805.7,0.878
2020-11-27,29910.37,1.1916,1.3355,1805.7,0.878
2020-11-30,29638.64,1.1971,1.3332,1775.7,0.844
2020-12-01,29823.92,1.1938,1.3337,1814.1,0.934
2020-12-02,29883.79,1.2074,1.3423,1825.7,0.948
2020-12-03,29969.52,1.2115,1.3371,1836.8,0.92
2020-12-04,30218.26,1.2146,1.3455,1835.9,0.969
2020-12-07,30069.79,1.2121,1.3417,1861.8,0.928
2020-12-08,30173.88,1.2113,1.3357,1870.8,0.913
2020-12-09,30068.81,1.2111,1.3366,1834.6,0.941
2020-12-10,29999.26,1.2079,1.3367,1833.6,0.908
2020-12-11,30046.37,1.2144,1.3306,1839.8,0.893
2020-12-14,29861.55,1.2133,1.3318,1828.7,0.892
2020-12-15,30199.31,1.2149,1.3331,1852.3,0.923
2020-12-16,30154.54,1.2154,1.3444,1856.1,0.92
2020-12-17,30303.37,1.22,1.3503,1887.2,0.93
2020-12-18,30179.05,1.2263,1.357,1885.7,0.948
2020-12-21,30216.45,1.2216,1.3402,1879.2,0.941
2020-12-22,30015.51,1.2237,1.345,1866.6,0.918
2020-12-23,30129.83,1.2187,1.3399,1874.7,0.955
2020-12-24,30199.87,1.2191,1.3505,1883.2,0.926
2020-12-28,30403.97,1.2205,1.3572,1877.2,0.933
2020-12-29,30335.67,1.2223,1.3466,1879.7,0.935
2020-12-30,30409.56,1.2253,1.35,1891.0,0.926
2020-12-31,30606.48,1.23,1.3631,1893.1,0.917
2021-01-04,30223.89,1.2251,1.3684,1944.7,0.917
2021-01-05,30391.6,1.2252,1.3572,1952.7,0.955
2021-01-06,30829.4,1.23,1.363,1906.9,1.042
2021-01-07,31041.13,1.2341,1.3625,1912.3,1.071
2021-01-08,31097.97,1.2271,1.357,1834.1,1.105
2021-01-11,31008.69,1.2186,1.3516,1849.6,1.132
2021-01-12,31068.69,1.2161,1.3524,1842.9,1.138
2021-01-13,31060.47,1.2209,1.3671,1853.6,1.088
2021-01-14,30991.52,1.2162,1.3649,1850.3,1.129
2021-01-15,30814.26,1.2151,1.3684,1827.7,1.097
2021-01-19,30930.52,1.2077,1.3581,1839.5,1.092
2021-01-20,31188.38,1.2139,1.3644,1865.9,1.09
2021-01-21,31176.01,1.2116,1.3668,1865.3,1.109
2021-01-22,30996.98,1.2166,1.3729,1855.7,1.091
2021-01-25,30960.0,1.2169,1.3688,1854.9,1.04
2021-01-26,30937.04,1.2146,1.3679,1850.7,1.04
2021-01-27,30303.17,1.2163,1.3742,1844.9,1.014
2021-01-28,30603.36,1.2105,1.3669,1837.9,1.057
2021-01-29,29982.62,1.212,1.3725,1847.3,1.093
2021-02-01,30211.91,1.2124,1.3698,1860.8,1.077
2021-02-02,30687.48,1.2069,1.3679,1843.4,1.105
2021-02-03,30723.6,1.2069,1.3679,1832.2,1.131
2021-02-04,31055.86,1.2042,1.3649,1788.9,1.139
2021-02-05,31148.24,1.1967,1.3676,1810.9,1.17
2021-02-08,31385.76,1.2049,1.3739,1831.9,1.16
2021-02-09,31375.83,1.2054,1.3746,1835.3,1.157
2021-02-10,31437.8,1.212,1.3818,1840.6,1.133
2021-02-11,31430.7,1.2121,1.3833,1824.9,1.158
2021-02-12,31458.4,1.2132,1.381,1821.6,1.2
2021-02-16,31522.75,1.2132,1.3915,1797.2,1.299
2021-02-17,31613.02,1.2092,1.3888,1771.1,1.301
2021-02-18,31493.34,1.2048,1.3866,1773.4,1.287
2021-02-19,31494.32,1.2092,1.3967,1775.8,1.345
2021-02-22,31521.69,1.2126,1.4031,1806.7,1.37
2021-02-23,31537.35,1.2167,1.4071,1804.4,1.362
2021-02-24,31961.86,1.2152,1.412,1796.4,1.389
2021-02-25,31402.01,1.2171,1.4148,1774.4,1.518
2021-02-26,30932.37,1.216,1.4008,1728.1,1.46
2021-03-01,31535.51,1.209,1.3973,1722.5,1.446
2021-03-02,31391.52,1.2051,1.393,1733.1,1.415
2021-03-03,31270.09,1.2085,1.3955,1715.3,1.47
2021-03-04,30924.14,1.2085,1.3955,1691.3,1.55
2021-03-05,31496.3,1.1968,1.3894,1698.0,1.554
2021-03-08,31802.44,1.1926,1.3854,1677.7,1.596
2021-03-09,31832.74,1.1852,1.3824,1716.6,1.546
2021-03-10,32297.02,1.1898,1.389,1728.5,1.52
2021-03-11,32485.59,1.1926,1.3931,1716.6,1.527
2021-03-12,32778.64,1.1986,1.399,1719.5,1.635
2021-03-15,32953.46,1.1986,1.399,1729.6,1.607
2021-03-16,32825.95,1.1986,1.399,1730.6,1.621
2021-03-17,33015.37,1.1902,1.3902,1726.8,1.641
2021-03-18,32862.3,1.1983,1.3976,1732.2,1.73
2021-03-19,32627.97,1.1918,1.3925,1741.4,1.732
2021-03-22,32731.2,1.1883,1.3833,1737.8,1.684
2021-03-23,32423.15,1.1933,1.3863,1724.7,1.638
2021-03-24,32420.06,1.184,1.373,1732.9,1.614
2021-03-25,32619.48,1.1813,1.3689,1724.9,1.614
2021-03-26,33072.88,1.1777,1.3749,1732.2,1.66
2021-03-29,33171.37,1.1777,1.3749,1712.1,1.721
2021-03-30,33066.96,1.1771,1.3775,1683.9,1.726
2021-03-31,32981.55,1.1724,1.3747,1713.8,1.746
2021-04-01,33153.21,1.1729,1.3786,1726.5,1.679
2021-04-05,33527.19,1.1768,1.3831,1727.0,1.72
2021-04-06,33430.24,1.1819,1.3914,1741.5,1.656
2021-04-07,33446.26,1.1874,1.3831,1740.1,1.653
2021-04-08,33503.57,1.1874,1.3744,1756.8,1.632
2021-04-09,33800.6,1.1916,1.3734,1743.3,1.666
2021-04-12,33745.4,1.1901,1.3712,1731.2,1.675
2021-04-13,33677.27,1.1915,1.3754,1746.2,1.623
2021-04-14,33730.89,1.1954,1.376,1734.9,1.638
2021-04-15,34035.99,1.1986,1.3779,1765.4,1.53
2021-04-16,34200.67,1.1972,1.3785,1779.0,1.573
2021-04-19,34077.63,1.1969,1.3818,1769.4,1.601
2021-04-20,33821.3,1.2045,1.3994,1777.3,1.562
2021-04-21,34137.31,1.2032,1.3939,1792.3,1.564
2021-04-22,33815.9,1.2038,1.3932,1781.2,1.554
2021-04-23,34043.49,1.2015,1.384,1777.0,1.567
2021-04-26,33981.57,1.209,1.3866,1776.6,1.57
2021-04-27,33984.93,1.2082,1.3896,1778.0,1.622
2021-04-28,33820.38,1.209,1.3904,1773.2,1.62
2021-04-29,34060.36,1.2136,1.3957,1768.1,1.64
2021-04-30,33874.85,1.2127,1.3953,1767.3,1.631
